,CBA,CBB,CBC,CBD,N2A,N2B,N2C,N2D
WBGene00011323,7482,10196,9217,8715,6445,8022,8848,8917
WBGene00011322,2260,2429,2623,1972,1885,1796,1850,1839
WBGene00011325,235,308,204,260,185,186,177,167
WBGene00011324,6579,8809,7454,7725,5371,7145,7695,8893
WBGene00011327,25,15,16,7,19,19,15,3
WBGene00011326,1824,2345,2443,1693,1667,1872,1602,1440
WBGene00015523,162,221,298,169,256,228,196,114
WBGene00043702,1350,1479,1569,1266,844,950,922,1085
WBGene00018734,7726,12380,11562,8991,7336,8305,7830,7194
WBGene00018737,25689,31416,44932,24212,28045,29074,24524,11711
WBGene00170958,0,0,0,0,0,0,0,0
WBGene00170959,0,0,0,0,0,0,0,0
WBGene00018736,76,94,96,77,39,61,49,52
WBGene00170950,0,3,4,2,1,3,0,3
WBGene00170951,0,0,0,0,0,0,0,0
WBGene00170952,0,0,0,0,0,0,0,0
WBGene00170953,4,1,2,2,2,1,1,1
WBGene00170954,0,0,0,0,0,0,0,0
WBGene00170955,0,0,0,0,0,0,0,0
WBGene00170956,0,0,0,0,0,0,0,0
WBGene00170957,0,0,0,0,0,0,0,0
WBGene00014663,98,109,80,75,66,80,119,98
WBGene00014660,404,583,540,368,353,344,339,324
WBGene00014667,18164,22040,17140,22952,12727,20931,23278,25917
WBGene00014666,19760,22322,19518,19045,19957,18945,20103,24245
WBGene00014665,8864,11438,10882,8818,9252,9592,11281,13064
WBGene00011900,500,547,532,397,400,433,445,434
WBGene00014669,4547,6167,5816,4771,4051,3922,4017,4073
WBGene00014668,505,645,539,353,217,181,156,143
WBGene00167521,1,1,1,1,1,1,1,1
WBGene00011493,5853,6424,6454,4979,5045,4861,5042,4916
WBGene00011492,77,121,71,62,47,56,48,61
WBGene00011491,1507,1615,1509,1035,4401,4473,4972,5441
WBGene00015133,12623,15209,14784,13256,11424,11671,12026,12543
WBGene00011497,1039,1063,1110,932,1156,1150,1154,1204
WBGene00018327,315,421,314,352,193,340,358,412
WBGene00011495,1328,1084,1288,900,1198,945,993,1202
WBGene00011494,143,138,160,106,129,129,127,134
WBGene00015138,907,1353,1054,1080,741,898,915,1002
WBGene00015139,325,460,354,219,222,221,170,174
WBGene00018328,2662,3551,3180,2944,2247,2000,2617,2119
WBGene00018329,0,8,0,0,0,0,0,6
WBGene00198672,0,0,0,0,2,1,0,0
WBGene00013353,5533,6604,5797,5762,3959,5446,5540,6680
WBGene00198670,4,1,2,1,4,1,6,2
WBGene00004279,2935,4102,3631,3203,2742,3291,3463,3848
WBGene00004278,5558,670,14,58,119,5463,2905,5317
WBGene00008754,1966,2132,1916,1375,1364,1423,1472,1762
WBGene00008755,8,42,7,14,0,0,4,0
WBGene00008752,0,3,0,0,0,0,0,0
WBGene00008753,4,14,5,9,4,0,0,0
WBGene00008750,11762,13614,10882,11092,7810,10257,10364,12392
WBGene00173877,0,0,0,0,0,0,0,0
WBGene00004271,17818,25662,22103,20719,14276,18334,18793,20296
WBGene00004270,6471,9228,10415,7099,6928,7362,6749,5680
WBGene00004273,15140,18073,16138,15390,12640,14130,15531,16720
WBGene00004272,9531,12775,10818,10760,7721,9628,10598,12102
WBGene00004275,14,29,29,16,19,17,20,21
WBGene00004274,92786,114235,111489,97242,81303,87215,88044,90399
WBGene00004277,7354,9101,7549,7343,6295,7343,8192,10256
WBGene00004276,5027,7489,7367,5526,4324,5367,5089,4733
WBGene00017336,3655,8296,3494,4193,3405,4002,4439,6026
WBGene00012676,15620,18021,19425,18353,15973,19038,18676,19272
WBGene00012674,2216,3262,2637,2608,1665,2246,2183,2601
WBGene00012675,2400,3142,2483,2839,1799,2628,2701,3280
WBGene00012672,2513,3304,1852,2708,1304,2261,2284,3337
WBGene00012673,436,740,621,612,417,663,604,639
WBGene00012670,492,628,809,522,490,474,412,244
WBGene00012671,822,667,828,533,209,178,199,144
WBGene00012678,1416,1729,1489,1598,1055,1431,1530,1707
WBGene00012679,2549,2479,2651,1833,2786,2250,2203,2125
WBGene00019892,5328,6673,5787,5690,3995,4850,5205,6030
WBGene00167525,0,0,0,0,0,0,0,0
WBGene00173879,0,0,0,0,0,0,0,0
WBGene00201986,10,5,5,2,8,2,0,1
WBGene00014267,0,0,0,0,0,0,0,0
WBGene00201984,2,0,0,2,4,1,2,3
WBGene00201985,0,0,0,0,0,0,0,1
WBGene00201982,0,4,0,0,0,0,0,0
WBGene00201983,0,0,0,0,0,1,0,0
WBGene00201980,0,2,0,1,1,0,0,0
WBGene00201981,4,2,1,4,3,7,1,0
WBGene00166126,1,1,1,1,2,1,1,0
WBGene00169366,1,0,0,1,0,0,0,0
WBGene00201988,0,0,0,0,0,0,0,0
WBGene00201989,0,0,0,0,3,0,0,0
WBGene00169369,0,0,0,0,0,0,0,0
WBGene00004499,193225,237253,232610,219040,188960,194927,204050,212055
WBGene00004498,88954,105671,103553,100624,86131,91719,98033,102384
WBGene00219977,0,0,0,0,0,0,0,0
WBGene00004495,169826,214379,221388,207312,179613,172544,192030,191750
WBGene00004494,330150,383926,389685,361740,334256,321221,347966,354150
WBGene00004497,104518,129847,132861,123819,109963,106870,118585,119434
WBGene00004496,104499,137208,136195,130831,115695,112767,127082,130408
WBGene00004491,157042,185174,186284,174658,147543,153283,162204,164731
WBGene00004490,102865,130136,130678,121821,108505,108068,119260,118217
WBGene00004493,321526,389974,402757,370232,334447,325462,352878,360681
WBGene00004492,356879,436106,445915,420276,387688,370433,404035,412204
WBGene00172669,0,0,0,0,0,0,0,0
WBGene00014260,0,34,33,25,27,20,0,15
WBGene00003726,1776,1873,1873,1460,1380,1126,1104,1028
WBGene00003727,1093,2023,1441,1045,1066,1346,1215,1131
WBGene00003724,1163,1817,1572,1102,1158,1441,1284,1265
WBGene00003725,1244,1899,1747,1429,1036,1131,1259,1401
WBGene00003722,223,309,243,206,815,789,861,786
WBGene00003723,1213,1699,1606,1318,1164,1246,1327,1509
WBGene00003720,1237,2292,1853,1329,1196,1463,1472,1347
WBGene00196700,0,0,0,0,0,0,0,0
WBGene00167956,0,0,0,0,0,0,0,0
WBGene00003728,2279,4564,3624,2651,1900,3152,2839,3026
WBGene00049479,0,0,0,0,0,0,0,0
WBGene00167957,0,0,0,1,0,0,0,0
WBGene00196878,0,0,1,2,0,0,0,1
WBGene00002891,49389,67209,62674,53727,52206,56766,59626,60002
WBGene00049322,0,2,1,0,0,0,0,1
WBGene00167950,0,0,0,0,0,0,0,0
WBGene00196704,0,0,0,0,0,0,0,1
WBGene00200589,0,0,0,0,0,0,0,0
WBGene00196707,0,0,0,0,0,0,1,1
WBGene00200585,1,0,0,0,0,0,0,0
WBGene00200584,0,0,2,0,2,0,1,0
WBGene00200587,0,0,0,0,0,0,0,0
WBGene00200586,0,0,0,0,0,0,0,0
WBGene00200581,0,0,0,0,0,0,0,0
WBGene00200580,2,0,1,1,0,0,3,1
WBGene00200583,0,0,0,0,0,0,0,0
WBGene00200582,0,0,0,2,0,0,0,0
WBGene00019743,1156,1427,1310,884,985,936,787,651
WBGene00019742,799,1081,1002,874,746,696,718,752
WBGene00019741,482,622,530,455,390,404,342,303
WBGene00019740,0,19,0,0,0,4,0,0
WBGene00019747,30016,38765,33507,31845,24205,29579,31223,34916
WBGene00019746,657,715,736,593,543,462,498,504
WBGene00019745,0,0,0,0,0,0,0,0
WBGene00019744,2293,2319,2481,4196,4127,3723,4275,6384
WBGene00219279,179,196,182,125,17,26,25,41
WBGene00219278,687,785,546,482,41,41,31,55
WBGene00019749,1253,1738,1575,1149,1128,1069,1217,1058
WBGene00019748,14190,25744,18712,14236,10650,15519,13011,12471
WBGene00167529,0,0,0,0,0,0,0,0
WBGene00007911,624,835,764,577,436,531,459,407
WBGene00007910,0,5,22,0,0,14,0,17
WBGene00007913,2043,2225,1814,1493,1179,1404,1341,1336
WBGene00007912,11824,14977,12491,11457,9204,11869,11584,13286
WBGene00048617,0,0,0,0,0,0,0,0
WBGene00048616,0,0,0,0,0,0,0,0
WBGene00048615,2,1,0,1,1,0,0,0
WBGene00048614,0,0,0,0,0,0,0,0
WBGene00007919,532,827,494,393,387,514,484,607
WBGene00007918,6962,8606,7524,6818,5667,6229,6458,7720
WBGene00048619,0,0,0,0,0,0,0,0
WBGene00048618,0,0,0,0,0,0,0,0
WBGene00045931,0,0,0,0,0,0,0,0
WBGene00200636,0,0,0,0,1,0,0,0
WBGene00200635,0,0,0,0,0,0,0,0
WBGene00200634,3,0,0,0,0,2,0,0
WBGene00045935,0,1,0,0,0,0,0,0
WBGene00045934,0,0,0,0,0,0,0,0
WBGene00045937,0,0,0,0,0,0,0,0
WBGene00200630,0,0,0,0,0,0,0,0
WBGene00045939,0,0,0,0,0,0,0,0
WBGene00045938,0,0,0,1,0,0,0,0
WBGene00200639,0,0,0,0,0,0,0,0
WBGene00200638,1,4,1,2,2,0,0,0
WBGene00013231,1868,2456,2109,2051,1728,2333,2309,2652
WBGene00013230,30,50,32,27,18,30,7,20
WBGene00044048,0,16,10,5,0,0,0,0
WBGene00013232,9947,12653,11481,10796,9124,10745,10293,11413
WBGene00013235,9585,12817,10471,11606,6969,10851,11374,13594
WBGene00013234,51,79,52,58,39,53,60,82
WBGene00013237,15172,19102,18468,16735,18317,20140,21097,21866
WBGene00013236,5613,7307,7455,6619,5491,5682,6567,6147
WBGene00044042,133,200,180,135,86,108,130,108
WBGene00044043,206,492,766,325,276,418,314,169
WBGene00044040,1906,2403,1974,1905,1637,1796,1871,2185
WBGene00044041,1257,1649,1532,1002,203,225,215,160
WBGene00044046,4,2,10,2,0,0,0,0
WBGene00044047,19,28,8,14,0,9,0,16
WBGene00044044,2,0,0,2,0,6,0,6
WBGene00044045,147,175,191,146,183,268,213,253
WBGene00174542,0,0,0,1,1,0,1,0
WBGene00044175,942,1009,673,768,790,705,818,835
WBGene00016773,29,42,81,3,436,528,464,167
WBGene00016772,0,33,8,11,0,33,15,18
WBGene00016770,75,47,48,35,14,19,26,0
WBGene00016777,0,0,0,2,2,0,0,2
WBGene00016776,0,4,3,2,0,0,0,0
WBGene00016775,0,0,0,0,0,0,0,0
WBGene00168280,0,0,0,0,0,0,0,0
WBGene00016779,17,0,5,21,0,17,0,13
WBGene00016778,604,613,689,495,525,497,554,479
WBGene00168283,2,1,0,0,0,0,1,0
WBGene00017420,700,780,1225,620,887,869,690,373
WBGene00017421,330,409,520,316,399,388,300,227
WBGene00166814,0,0,0,0,0,0,0,0
WBGene00017423,3051,3969,3573,2808,2401,2563,2659,2835
WBGene00166812,0,0,0,0,0,0,0,0
WBGene00166813,0,0,0,0,0,0,0,0
WBGene00166810,0,0,0,0,0,0,0,0
WBGene00001819,36323,43848,49723,32900,42203,39048,36509,27822
WBGene00001816,10661,14153,13581,12264,9168,10790,10623,11082
WBGene00017429,4572,5490,7699,4517,5080,5344,4594,2701
WBGene00001814,20138,28085,30626,21193,23933,24018,22959,17801
WBGene00001815,14487,19791,17126,15918,13819,16138,16022,16041
WBGene00001812,12970,18827,15730,14948,11443,15774,16448,17385
WBGene00008879,176,218,264,217,123,106,96,100
WBGene00195176,0,0,0,0,401,529,447,433
WBGene00169095,0,0,0,0,0,0,0,0
WBGene00170621,0,0,0,0,0,0,0,0
WBGene00195175,2021,2474,2155,1828,1881,1983,2327,2279
WBGene00195174,0,0,0,0,0,0,0,0
WBGene00199663,2,1,1,0,1,0,0,0
WBGene00199662,0,0,0,0,0,0,0,0
WBGene00167141,0,0,0,0,0,0,0,0
WBGene00167140,0,1,0,0,0,0,0,0
WBGene00167147,1,2,0,0,2,0,2,2
WBGene00199666,0,0,0,0,0,2,1,2
WBGene00199665,0,0,0,2,0,0,0,0
WBGene00167144,0,0,0,0,0,0,0,0
WBGene00050977,2,0,0,0,3,0,0,0
WBGene00050976,0,0,0,0,0,0,0,0
WBGene00199669,3,1,0,3,3,0,2,1
WBGene00050974,0,0,5,0,0,7,8,14
WBGene00050973,12,9,10,5,0,0,5,0
WBGene00050972,0,0,0,0,0,0,4,5
WBGene00050971,19,30,16,15,31,27,41,27
WBGene00050970,709,1182,838,736,559,791,750,777
WBGene00255607,0,4,0,0,0,0,0,0
WBGene00170628,0,0,0,0,0,0,0,0
WBGene00008870,463,495,530,413,617,487,493,451
WBGene00206356,87,80,87,52,69,68,67,74
WBGene00206357,646,861,876,679,657,717,618,610
WBGene00206354,384,424,407,361,418,386,477,373
WBGene00206355,153,198,193,132,159,149,127,114
WBGene00167404,0,0,0,0,0,0,0,0
WBGene00206358,284,302,298,229,227,208,200,234
WBGene00206359,14,32,0,6,15,3,13,8
WBGene00196876,0,2,0,0,0,0,0,0
WBGene00010605,16021,23630,22733,18234,56576,65169,65373,60181
WBGene00011868,1477,2097,1930,1446,1418,1485,1436,1178
WBGene00011869,14756,20907,21039,14568,13509,14711,14820,11081
WBGene00011860,5445,6116,5314,5074,3930,4313,4835,5660
WBGene00172836,0,0,0,0,0,0,0,0
WBGene00011866,447,608,536,466,463,452,455,459
WBGene00011867,139923,190245,179732,156454,121438,160138,155707,158127
WBGene00011864,6564,7835,7399,5907,5470,5819,5540,5530
WBGene00195322,0,0,0,0,4,0,0,0
WBGene00198131,0,0,0,0,0,0,0,0
WBGene00195320,0,1,1,0,1,0,0,1
WBGene00195321,14,1,1,1,1,1,2,0
WBGene00198134,0,0,0,0,0,0,0,0
WBGene00198135,1,0,0,1,0,0,0,0
WBGene00198136,3,2,6,1,1,1,0,2
WBGene00195325,0,0,0,0,0,0,0,0
WBGene00198138,3,0,2,1,0,2,2,0
WBGene00198139,1,1,1,0,1,1,0,0
WBGene00195328,1,2,0,5,1,0,0,0
WBGene00195329,0,0,0,0,0,0,0,0
WBGene00014308,8441,12435,12605,9199,5422,6477,6340,5490
WBGene00014309,171695,239201,235411,177002,142673,152219,149085,136764
WBGene00196668,0,0,0,0,0,0,0,0
WBGene00196669,1,1,0,0,1,0,0,0
WBGene00014300,2625,2849,3233,2509,2610,2179,2016,2080
WBGene00014301,2,1,0,2,1,3,0,2
WBGene00014302,0,0,0,0,0,0,0,0
WBGene00196661,1,0,0,0,0,0,0,0
WBGene00196666,0,1,0,0,0,0,0,0
WBGene00014305,0,0,0,0,0,0,0,0
WBGene00196664,0,0,0,0,0,0,0,0
WBGene00014307,21781,29762,27280,22930,20757,20759,21817,23054
WBGene00167851,0,0,0,0,0,0,0,0
WBGene00167850,0,0,0,0,0,0,0,0
WBGene00167853,0,0,0,0,0,0,0,0
WBGene00167852,0,0,0,0,0,1,0,0
WBGene00167855,0,0,0,0,0,0,0,0
WBGene00167854,0,0,0,0,0,0,0,0
WBGene00167857,0,0,0,0,0,0,0,0
WBGene00167856,0,0,0,0,0,0,0,0
WBGene00167859,0,0,0,0,0,0,0,0
WBGene00167858,0,0,0,0,0,0,0,0
WBGene00167408,0,0,0,0,0,0,0,0
WBGene00021094,126,237,108,130,105,162,195,217
WBGene00011606,1859,2438,2404,2067,1932,2098,2163,2149
WBGene00011350,13543,17878,12112,15323,7627,13023,13549,18643
WBGene00011607,1372,1791,1619,1460,1361,1644,1717,1803
WBGene00020670,1237,1490,1582,1195,934,796,815,543
WBGene00048260,0,1,0,0,0,1,0,0
WBGene00048261,0,0,0,0,0,0,0,1
WBGene00194742,129,210,132,124,47,53,62,61
WBGene00197243,0,0,1,0,0,0,0,0
WBGene00194747,300,386,307,300,230,265,280,247
WBGene00194746,48,99,90,70,26,35,52,22
WBGene00194744,0,0,0,0,0,0,0,0
WBGene00194748,0,5,0,0,1,0,4,5
WBGene00201511,2,2,0,0,0,0,0,0
WBGene00201510,0,0,0,0,0,0,0,0
WBGene00201513,1,3,6,0,2,1,0,3
WBGene00201512,1,1,1,0,2,2,3,3
WBGene00201515,0,1,0,0,2,0,0,0
WBGene00201514,0,0,0,0,0,0,0,0
WBGene00201517,2,0,0,0,0,0,0,0
WBGene00201516,1,0,0,0,2,0,0,1
WBGene00201519,0,0,0,0,0,0,0,0
WBGene00201518,0,0,3,0,0,0,0,0
WBGene00168508,0,0,0,0,0,0,0,0
WBGene00168509,0,0,0,0,0,0,0,0
WBGene00168506,0,0,0,0,0,0,0,0
WBGene00046152,0,0,0,0,0,0,0,0
WBGene00168504,0,0,0,0,0,0,0,0
WBGene00168505,1,1,1,1,1,1,1,1
WBGene00168502,0,0,0,0,0,0,0,0
WBGene00168503,0,0,0,0,0,0,0,0
WBGene00168500,0,0,0,0,0,0,0,0
WBGene00046153,0,0,0,0,0,0,0,0
WBGene00046585,0,0,0,0,0,0,0,0
WBGene00046584,0,0,0,0,0,0,0,0
WBGene00046587,0,0,0,0,0,0,0,0
WBGene00046586,0,0,0,0,0,0,0,0
WBGene00046581,0,1,0,0,0,0,0,0
WBGene00235319,1684,1880,1648,1591,1253,1422,1452,1669
WBGene00046583,0,0,0,0,0,0,0,0
WBGene00046582,0,0,0,0,0,0,0,0
WBGene00235314,7,7,0,0,11,0,0,14
WBGene00235315,163,212,172,137,118,143,121,137
WBGene00235316,22,0,21,0,13,15,20,16
WBGene00235317,0,0,0,0,0,0,0,0
WBGene00046589,0,0,0,0,0,0,0,0
WBGene00235311,0,0,0,3,0,0,0,0
WBGene00235312,0,0,0,0,10,0,16,0
WBGene00235313,280,323,359,206,200,193,240,188
WBGene00012885,8368,11249,10041,9256,7699,8717,9007,9419
WBGene00012887,18946,22540,23241,21547,17885,20283,21438,22242
WBGene00169458,0,0,0,0,0,0,0,0
WBGene00012880,13008,15273,10652,11975,8004,8300,9817,12568
WBGene00012883,267,289,227,202,392,314,374,369
WBGene00201415,0,0,0,0,0,0,0,0
WBGene00169453,0,0,0,0,0,0,0,0
WBGene00169452,0,0,0,0,0,0,0,0
WBGene00169451,0,0,0,0,0,0,0,0
WBGene00169450,0,1,0,0,0,1,0,1
WBGene00012889,527,622,625,490,642,681,697,729
WBGene00169456,0,0,0,0,0,0,0,0
WBGene00169455,0,0,1,0,0,0,1,0
WBGene00169454,0,0,0,0,0,0,0,0
WBGene00201412,0,1,0,2,0,0,0,0
WBGene00046159,0,0,0,0,0,0,0,0
WBGene00197210,0,0,0,0,0,0,0,0
WBGene00050110,0,0,0,0,0,0,0,0
WBGene00165172,0,0,0,0,0,0,0,0
WBGene00165173,0,0,0,0,0,0,0,0
WBGene00050115,0,0,0,0,0,0,0,0
WBGene00197215,0,0,0,0,0,0,0,0
WBGene00050117,0,0,0,0,0,0,0,0
WBGene00165177,0,0,0,0,0,0,0,0
WBGene00197218,0,0,0,0,0,0,0,0
WBGene00165179,0,0,0,0,0,0,0,0
WBGene00045588,0,0,0,0,0,0,0,0
WBGene00045589,1,0,1,0,0,0,0,1
WBGene00049209,0,0,0,0,0,0,0,0
WBGene00049208,0,0,0,0,0,0,0,0
WBGene00010607,1,2,2,0,3,13,0,2
WBGene00045580,0,0,0,0,0,0,0,0
WBGene00049202,0,0,0,1,0,0,0,0
WBGene00049201,1,1,1,1,1,1,1,1
WBGene00049200,0,0,0,0,0,0,0,0
WBGene00049207,0,0,0,0,0,0,0,0
WBGene00049206,1,0,0,0,1,0,0,0
WBGene00049205,0,0,0,0,0,0,0,0
WBGene00049204,0,0,0,0,0,0,0,0
WBGene00048158,0,0,0,0,0,0,0,0
WBGene00007652,1175,1586,1627,1195,1179,1191,1208,1178
WBGene00199155,0,0,0,0,0,0,0,0
WBGene00011357,76,74,86,48,181,180,123,85
WBGene00048151,1,0,0,0,0,0,0,0
WBGene00048152,0,0,0,0,0,0,0,0
WBGene00048153,0,0,0,0,0,0,0,0
WBGene00048154,0,0,0,0,0,0,0,0
WBGene00048155,0,0,0,0,0,0,0,0
WBGene00048156,0,0,0,0,0,0,0,0
WBGene00048157,1,0,0,1,1,1,1,1
WBGene00165288,0,0,0,0,0,0,0,0
WBGene00165289,0,0,1,0,0,0,0,0
WBGene00165282,0,0,0,0,0,0,0,0
WBGene00165283,0,0,0,0,0,0,0,0
WBGene00165280,0,1,1,1,1,0,1,0
WBGene00165281,0,0,0,0,0,0,0,0
WBGene00165286,0,0,0,0,0,0,0,0
WBGene00165287,0,0,0,0,0,0,0,0
WBGene00165284,0,1,0,0,0,0,0,2
WBGene00165285,1,0,0,0,0,0,0,0
WBGene00199154,0,0,0,0,0,0,0,0
WBGene00022856,65343,72574,62137,60299,57477,55566,62079,69812
WBGene00169881,0,0,0,0,0,0,0,0
WBGene00045052,1041,1548,1344,1220,981,886,1004,858
WBGene00045053,775,1024,1052,722,619,602,657,597
WBGene00045050,224,281,288,206,244,248,222,164
WBGene00045051,13,10,7,0,11,6,7,8
WBGene00045056,100,126,120,96,108,116,104,135
WBGene00045057,0,2,0,0,0,0,0,0
WBGene00015752,20145,23957,27516,17782,24624,23296,21386,16063
WBGene00045055,4,2,0,0,2,3,0,0
WBGene00045058,179,272,203,162,188,230,214,210
WBGene00045059,0,1,2,0,0,0,0,0
WBGene00199157,1,2,0,0,0,0,0,0
WBGene00013507,231,287,252,180,197,233,231,230
WBGene00007651,5465,7703,6444,5846,4599,5846,5412,5784
WBGene00023268,0,1,4,0,3,0,0,0
WBGene00198952,0,3,2,6,0,4,3,5
WBGene00198953,0,1,0,0,0,0,0,0
WBGene00198950,1,7,2,3,0,0,3,0
WBGene00198951,0,1,2,0,0,0,0,0
WBGene00198956,1,0,0,0,0,0,0,0
WBGene00198957,0,0,0,0,0,0,0,0
WBGene00198954,0,0,0,0,0,0,0,0
WBGene00198955,0,0,0,1,0,1,1,0
WBGene00021397,302,327,398,312,215,267,252,347
WBGene00021396,676,842,724,631,638,574,842,549
WBGene00198958,0,0,0,0,0,0,0,0
WBGene00021394,6573,9081,8212,7805,5515,7009,6642,7751
WBGene00021392,4424,5210,4305,4635,3711,4886,4946,5356
WBGene00021391,7582,9433,7487,7658,5507,7577,7802,9326
WBGene00021390,7,6,0,6,5,0,3,2
WBGene00166481,0,0,0,0,0,0,0,0
WBGene00019269,79,65,83,54,18,39,41,31
WBGene00015754,18107,22602,18971,18419,14882,18490,18230,20692
WBGene00166482,0,0,0,0,0,0,0,0
WBGene00166485,0,0,0,0,0,0,0,0
WBGene00166484,0,0,0,0,0,0,0,0
WBGene00166487,0,0,0,0,0,0,0,0
WBGene00166486,0,0,0,0,0,0,0,0
WBGene00019260,1234,1454,1416,1029,953,1111,1190,1342
WBGene00019261,13888,19385,18263,15298,16579,17394,18029,18507
WBGene00019262,91,179,125,35,25,72,31,18
WBGene00019263,2102,3079,2525,2346,2037,2185,1986,2545
WBGene00019264,7117,7907,7455,7161,5156,6762,6940,7647
WBGene00013509,1187,1789,1659,1378,844,1222,1046,1112
WBGene00019266,101,149,117,123,98,138,163,148
WBGene00019267,13,12,15,12,14,9,13,13
WBGene00016438,2201,2883,2498,2099,2366,2299,2418,2521
WBGene00016439,11068,13985,12340,11313,9458,10759,10814,11953
WBGene00013508,79,176,55,70,41,72,52,23
WBGene00165828,0,0,0,0,0,0,0,0
WBGene00165829,0,0,0,0,0,0,0,0
WBGene00165826,0,0,0,0,2,0,0,0
WBGene00016431,4915,6191,5533,4310,4363,4201,4435,3834
WBGene00165824,0,1,1,0,0,1,1,1
WBGene00016433,50,72,19,27,10,5,10,1
WBGene00165822,0,0,0,0,0,0,0,0
WBGene00016435,21491,24340,24173,20931,20367,20096,21709,19424
WBGene00016436,171,227,199,199,168,156,188,187
WBGene00165821,0,0,0,0,0,1,0,0
WBGene00015755,27939,34597,32740,30268,25307,25789,27351,28455
WBGene00020905,6016,7398,6233,4930,5041,4926,5557,6620
WBGene00000836,24444,31774,27974,26803,20616,25032,25672,28380
WBGene00000835,11346,13074,13004,10707,9303,9443,9805,8288
WBGene00166739,0,0,0,0,0,0,0,0
WBGene00166738,0,0,0,0,0,0,0,0
WBGene00166733,0,0,0,0,0,0,0,0
WBGene00166732,0,1,1,0,0,1,0,1
WBGene00166731,0,0,0,0,0,0,0,0
WBGene00166730,0,0,0,0,0,0,0,0
WBGene00166737,0,0,0,0,0,0,0,0
WBGene00166736,0,0,0,0,0,0,0,0
WBGene00166735,0,0,0,0,0,0,0,0
WBGene00166734,0,0,0,0,0,0,0,0
WBGene00020903,2071,2569,2552,2020,1762,1778,1718,1661
WBGene00199153,0,0,0,0,0,0,0,0
WBGene00020902,4946,5436,7057,4617,4340,4118,3772,2542
WBGene00011012,978,1434,750,1051,500,921,998,1314
WBGene00045180,208,293,204,171,181,143,181,288
WBGene00015757,1102,1276,1838,973,0,0,0,0
WBGene00007655,4,3,3,0,0,0,0,0
WBGene00016070,17,22,0,0,16,17,12,33
WBGene00016071,14,17,21,22,0,15,16,23
WBGene00165464,0,0,0,0,0,0,0,0
WBGene00165465,0,0,0,0,0,0,0,0
WBGene00020448,92,79,52,59,374,333,365,368
WBGene00020449,295,9,400,0,769,641,661,855
WBGene00020444,125,128,130,90,73,81,98,91
WBGene00020445,2810,3444,1918,2515,2452,2404,3086,4017
WBGene00020446,6274,8501,6966,6145,6624,7039,7282,7942
WBGene00168422,0,1,0,0,14,6,16,17
WBGene00020440,6,10,0,0,2,0,4,0
WBGene00020441,7013,7721,6597,6740,5182,6199,6172,7167
WBGene00020442,15239,19801,17082,15967,13159,15234,16230,17691
WBGene00020443,6775,8743,8272,6485,6022,6312,6317,5689
WBGene00016076,18,23,13,23,0,0,0,11
WBGene00015759,1607,2518,2274,1675,7176,5536,7246,11678
WBGene00016077,0,0,0,0,0,0,0,0
WBGene00013889,291,311,205,234,59,88,113,155
WBGene00268208,39,49,27,32,33,33,40,41
WBGene00011425,1734,1869,1435,1085,872,1077,1044,1484
WBGene00199309,0,0,0,0,0,0,0,0
WBGene00168589,3,3,2,2,4,1,5,3
WBGene00199300,0,0,0,0,3,0,0,1
WBGene00167461,0,0,0,0,0,0,0,0
WBGene00199302,2,3,3,1,1,2,2,2
WBGene00167463,0,0,0,0,0,0,0,0
WBGene00199304,5,3,1,0,10,0,2,0
WBGene00167465,0,0,0,0,0,0,0,0
WBGene00167466,0,0,0,0,0,0,0,0
WBGene00199307,0,0,0,0,0,0,0,0
WBGene00013887,5608,5952,4569,3763,1314,1762,2034,2966
WBGene00022850,5477,6667,5485,5663,3935,4869,4920,5995
WBGene00172949,0,0,0,0,0,0,0,0
WBGene00172948,0,0,0,0,0,0,0,0
WBGene00019958,6739,9040,9364,7389,6269,7328,6998,7173
WBGene00008137,2168,2701,2715,2051,2050,1900,2110,2007
WBGene00172941,0,0,0,0,0,0,0,0
WBGene00172940,0,0,0,0,0,0,0,0
WBGene00172943,0,0,0,0,0,0,0,0
WBGene00017386,13467,17682,14879,11685,8716,9704,9991,13363
WBGene00172945,0,0,0,0,0,0,0,0
WBGene00172944,0,0,0,0,0,0,0,0
WBGene00172947,0,0,0,0,0,0,0,0
WBGene00172946,0,0,0,0,0,0,0,0
WBGene00019956,31,48,42,32,31,45,52,30
WBGene00220214,0,1,0,2,2,0,0,2
WBGene00019957,35119,46996,45186,35272,35802,39362,38427,39375
WBGene00008132,12608,16194,16425,13406,13690,14776,14605,14512
WBGene00008133,2271,3163,2498,2450,2131,2649,2492,2788
WBGene00220211,1,2,3,3,4,2,3,2
WBGene00220210,0,0,0,0,0,0,1,0
WBGene00017323,29,30,42,26,38,35,43,31
WBGene00050788,0,0,0,0,0,0,0,0
WBGene00023135,1,0,0,1,0,1,1,1
WBGene00023134,0,0,0,0,0,0,0,0
WBGene00023137,1,2,1,0,0,1,1,0
WBGene00023136,0,0,0,0,0,0,0,0
WBGene00023131,0,0,0,1,0,0,0,0
WBGene00023130,0,0,0,0,0,0,0,0
WBGene00023133,1,1,1,1,1,0,1,0
WBGene00023132,1,1,0,1,1,0,1,0
WBGene00004456,114130,148095,148016,138367,121756,122926,136551,134639
WBGene00023139,0,0,0,0,0,0,0,0
WBGene00023138,1,0,0,0,0,0,0,0
WBGene00172714,1,0,0,0,1,0,0,0
